Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,130.0478057861328,131.67303466796875,129.86614990234375,131.65391540527344,103.41584014892578,4120508
2019-03-12,132.4282989501953,133.55641174316406,131.7973175048828,132.1988525390625,103.84387969970703,4136616
2019-03-13,131.97897338867188,133.193115234375,131.7877655029297,132.46653747558594,104.05418395996094,3319167
2019-03-14,132.41873168945312,132.829833984375,131.988525390625,132.68641662597656,104.22687530517578,2864576
2019-03-15,133.2409210205078,134.15870666503906,133.10707092285156,133.29827880859375,104.70748901367188,7482770
2019-03-18,133.68069458007812,134.1969451904297,132.6195068359375,134.04397583007812,105.29327392578125,3418851
2019-03-19,134.76100158691406,135.46844482421875,133.8432159423828,134.31166076660156,105.50353240966797,3642486
2019-03-20,134.3498992919922,134.51242065429688,132.86807250976562,133.46080017089844,104.83517456054688,3817377
2019-03-21,132.9827880859375,135.86997985839844,132.7724609375,135.21987915039062,106.21694946289062,3771248
2019-03-22,134.7705535888672,135.21987915039062,132.7915802001953,133.31739807128906,104.7225341796875,4055551
2019-03-25,132.94454956054688,133.75717163085938,132.26577758789062,133.0592803955078,104.51976776123047,2970431
2019-03-26,133.7762908935547,134.818359375,133.28871154785156,134.0535430908203,105.3007583618164,2671170
2019-03-27,134.2351837158203,134.31166076660156,132.31358337402344,133.11663818359375,104.5647964477539,3240717
2019-03-28,133.75717163085938,134.26385498046875,132.9827880859375,133.7667236328125,105.07547760009766,2786439
2019-03-29,134.32122802734375,135.0095672607422,133.9866180419922,134.89483642578125,105.96163177490234,3244064
2019-04-01,135.28680419921875,137.10325622558594,135.28680419921875,136.9980926513672,107.61375427246094,4167578
2019-04-02,137.04588317871094,137.6195068359375,136.32887268066406,136.71128845214844,107.38848114013672,2515421
2019-04-03,137.33270263671875,137.87762451171875,136.72084045410156,137.31358337402344,107.861572265625,2804535
2019-04-04,137.30401611328125,137.8011474609375,136.27151489257812,136.50096130371094,107.22325897216797,2898571
2019-04-05,136.988525390625,137.18930053710938,136.1950225830078,136.97897338867188,107.59872436523438,2857463
2019-04-08,136.73040771484375,137.11280822753906,136.58700561523438,137.08413696289062,107.68135070800781,2215637
2019-04-09,136.38623046875,136.66348266601562,135.602294921875,135.8604278564453,106.72010040283203,3178271
2019-04-10,135.9464569091797,137.18930053710938,135.73614501953125,136.73040771484375,107.40348815917969,2801188
2019-04-11,137.47610473632812,137.7724609375,136.73995971679688,137.4569854736328,107.97422790527344,3077332
2019-04-12,137.91586303710938,138.08795166015625,137.3804931640625,138.0019073486328,108.4022445678711,3032249
2019-04-15,138.04971313476562,138.10707092285156,136.9694061279297,137.5717010498047,108.06434631347656,3768947
2019-04-16,138.04971313476562,138.9961700439453,137.68641662597656,138.75717163085938,108.99552917480469,6591578
2019-04-17,131.32887268066406,135.73614501953125,130.26768493652344,132.9923553466797,104.46719360351562,13101882
2019-04-18,132.88719177246094,134.31166076660156,132.6003875732422,134.15870666503906,105.38337707519531,5188160
2019-04-22,133.28871154785156,134.3785858154297,132.3900604248047,132.7820281982422,104.30199432373047,4700724
2019-04-23,133.0305938720703,134.72274780273438,132.829833984375,134.26385498046875,105.46598815917969,4667461
2019-04-24,134.4168243408203,135.09559631347656,133.6328887939453,133.79541015625,105.09800720214844,2902545
2019-04-25,133.55641174316406,133.6042022705078,131.65391540527344,132.53346252441406,104.10672760009766,3043965
2019-04-26,133.2122344970703,133.73805236816406,132.70555114746094,133.30784606933594,104.71502685546875,2426511
2019-04-29,133.0305938720703,133.48948669433594,132.70555114746094,132.93499755859375,104.42214965820312,3094382
2019-04-30,132.9923553466797,134.26385498046875,132.58126831054688,134.10133361816406,105.33831787109375,4852185
2019-05-01,134.3690185546875,135.5736083984375,134.0057373046875,134.3785858154297,105.55609893798828,3194170
2019-05-02,134.32122802734375,135.06692504882812,133.27915954589844,133.4512481689453,104.8276596069336,3704304
2019-05-03,133.55641174316406,134.7992401123047,133.48948669433594,134.08221435546875,105.32330322265625,2698575
2019-05-06,132.2179718017578,134.50286865234375,131.8355712890625,134.2064971923828,105.4209213256836,2921792
2019-05-07,133.0305938720703,133.374755859375,130.2007598876953,131.58700561523438,103.36327362060547,4944233
2019-05-08,131.71128845214844,132.6003875732422,131.09942626953125,131.93116760253906,103.63362121582031,3994569
2019-05-09,128.9579315185547,129.61758422851562,127.17973327636719,129.3881378173828,102.84331512451172,4385564
2019-05-10,128.94837951660156,129.78012084960938,126.5965576171875,129.3690185546875,102.8281478881836,4160570
2019-05-13,127.41873931884766,127.69598388671875,125.20076751708984,125.64053344726562,99.86458587646484,5186068
2019-05-14,126.02294158935547,128.41299438476562,125.88909912109375,127.44741821289062,101.3007583618164,3431298
2019-05-15,126.75907897949219,128.67112731933594,126.54875946044922,128.48948669433594,102.1290512084961,2668346
2019-05-16,128.8145294189453,130.12428283691406,128.71893310546875,129.90440368652344,103.25369262695312,3156096
2019-05-17,128.75717163085938,129.45506286621094,128.04971313476562,128.41299438476562,102.0682373046875,2739579
2019-05-20,127.65774536132812,129.47418212890625,127.0841293334961,129.17782592773438,102.67616271972656,3414667
2019-05-21,130.13385009765625,131.03250122070312,129.818359375,130.44932556152344,103.68682098388672,2618661
2019-05-22,130.0191192626953,130.73614501953125,129.7418670654297,130.35372924804688,103.61082458496094,1934891
2019-05-23,129.1873779296875,129.1873779296875,124.7036361694336,126.56787872314453,100.60165405273438,5589196
2019-05-24,127.65774536132812,128.34608459472656,125.80306243896484,126.46271514892578,100.51808166503906,2715521
2019-05-28,126.3193130493164,126.806884765625,124.54110717773438,124.7227554321289,99.13507843017578,5134605
2019-05-29,124.2829818725586,124.55066680908203,122.67686462402344,123.98661804199219,98.54997253417969,3848234
2019-05-30,124.03441619873047,124.25430297851562,123.26004028320312,123.87189483642578,98.45877075195312,2868027
2019-05-31,122.79158782958984,122.79158782958984,121.2715072631836,121.40535736083984,96.49828338623047,3702108
2019-06-03,121.51051330566406,122.90631103515625,121.47227478027344,122.62906646728516,97.4709243774414,4463177
2019-06-04,123.86233520507812,126.9024887084961,123.41300201416016,126.85468292236328,100.82964324951172,4093521
2019-06-05,127.51434326171875,127.73422241210938,124.73231506347656,125.70745849609375,99.91776275634766,3306720
2019-06-06,126.37667083740234,126.81644439697266,125.14340209960938,126.40535736083984,100.47250366210938,2403917
2019-06-07,126.64435577392578,128.79541015625,126.39579010009766,127.44741821289062,101.3007583618164,2670856
2019-06-10,128.47036743164062,129.397705078125,128.02102661132812,128.8145294189453,102.38739776611328,3045220
2019-06-11,129.3690185546875,130.45889282226562,129.11090087890625,129.9713134765625,103.30684661865234,3564036
2019-06-12,129.5984649658203,129.96176147460938,128.49903869628906,128.93881225585938,102.48619842529297,2358416
2019-06-13,129.1873779296875,130.27725219726562,129.14913940429688,129.7896728515625,103.16248321533203,3091244
2019-06-14,129.48374938964844,129.90440368652344,128.51815795898438,129.2064971923828,102.69896697998047,2294192
2019-06-17,129.43594360351562,130.0478057861328,128.7762908935547,129.01528930664062,102.54698181152344,2295029
2019-06-18,129.25430297851562,131.1567840576172,129.25430297851562,130.38241577148438,103.63362884521484,3048776
2019-06-19,130.43020629882812,132.27532958984375,130.24856567382812,131.05162048339844,104.1655502319336,2491990
2019-06-20,132.8202667236328,133.4034423828125,132.12237548828125,132.74378967285156,105.51054382324219,3212266
2019-06-21,132.35182189941406,133.4034423828125,132.30401611328125,133.07839965820312,105.7765121459961,5531980
2019-06-24,133.07839965820312,133.9866180419922,132.93499755859375,133.2218017578125,105.89051055908203,2286556
2019-06-25,133.32696533203125,133.41299438476562,132.05545043945312,132.27532958984375,105.13819885253906,2930055
