Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.77751922607422,83973600
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.12890625,89134000
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.95802307128906,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.10724639892578,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.01578140258789,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.138526916503906,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.40327072143555,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.16981506347656,68998800
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.62950134277344,75652800
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.9327507019043,87493600
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.95682907104492,68280800
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.0867919921875,111341600
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.672821044921875,112861600
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.110862731933594,103544800
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.322662353515625,109744800
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.24563217163086,78949600
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.0025520324707,83241600
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.51639175415039,99185600
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.61505126953125,95997600
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.056705474853516,128044000
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.54046630859375,129870400
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.73301696777344,124130000
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.21916580200195,94318000
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,44.79437255859375,156171600
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.25165939331055,104879200
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.893062591552734,126585600
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.28535079956055,124140800
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.953224182128906,204136800
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.98091506958008,169630800
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.42494583129883,175381200
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.955631256103516,199202000
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.3599739074707,119393600
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.42012405395508,83121600
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,45.716163635253906,94256000
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,46.026634216308594,111448000
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,46.695709228515625,91062800
2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,47.015804290771484,93087200
2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,47.09763717651367,76457200
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,47.41292190551758,74106400
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,48.159019470214844,103526800
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,48.01460266113281,143072800
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,48.28415298461914,86781200
